grupo_edad|sexo|escolaridad|estado_origen|estado_destino|n_muestra_sin_pond|p_kappa1|p_kappa5|p_kappa20|delta_1_vs_5|delta_20_vs_5
25-29|mujer|basica-|informal|formal_ISSSTE|6192|0.0007301622860657643|0.0007372037970447435|0.0007635286989439819|7.041510978979238e-06|2.632490189923833e-05
25-29|mujer|basica-|informal|informal|6192|0.5962407141434042|0.5963126461670973|0.5965815662146255|7.193202369315532e-05|0.0002689200475282094
25-29|mujer|basica-|informal|desempleado|6192|0.011727656608672126|0.011735359310347554|0.011764156093675746|7.702701675427887e-06|2.8796783328191577e-05
25-29|mujer|basica-|informal|fuera_PEA|6192|0.3310103687927863|0.3308851997633197|0.3304172515585427|0.00012516902946657638|0.0004679482047770245
25-29|mujer|basica-|desempleado|formal_IMSS|371|0.1813304375509212|0.18230989483569338|0.18580437798724608|0.0009794572847721672|0.0034944831515527075
25-29|mujer|basica-|desempleado|formal_ISSSTE|371|0.006275662259168955|0.006502175283273479|0.007310322773365065|0.00022651302410452417|0.0008081474900915857
25-29|mujer|basica-|desempleado|informal|371|0.36750995733313374|0.36723940591064075|0.3662741393265544|0.0002705514224929928|0.000965266584086355
25-29|mujer|basica-|desempleado|desempleado|371|0.08145641309178092|0.08185102487491959|0.08325891090427623|0.00039461178313866807|0.0014078860293566392
25-29|mujer|basica-|desempleado|fuera_PEA|371|0.3634275297649952|0.36209749909547284|0.3573522490085582|0.001330030669522364|0.004745250086914621
25-29|mujer|basica-|fuera_PEA|formal_IMSS|12360|0.029062990928538063|0.02907324464539651|0.029111637070907585|1.0253716858445866e-05|3.839242551107597e-05
25-29|mujer|basica-|fuera_PEA|formal_ISSSTE|12360|0.001053696588980464|0.001055483166145747|0.0010621725483166056|1.7865771652829463e-06|6.689382170858588e-06
