grupo_edad|sexo|escolaridad|estado_origen|estado_destino|n_muestra_sin_pond|p_kappa1|p_kappa5|p_kappa20|delta_1_vs_5|delta_20_vs_5
30-34|mujer|superior|fuera_PEA|informal|3473|0.20357904729388196|0.2035867616173909|0.2036155329742511|7.714323508933862e-06|2.877135686021881e-05
30-34|mujer|superior|fuera_PEA|desempleado|3473|0.03617598231974586|0.03615665232863486|0.036084559153943034|1.9329991110997313e-05|7.209317469182575e-05
30-34|mujer|superior|fuera_PEA|fuera_PEA|3473|0.6389637488573742|0.6390593355506438|0.6394158358788918|9.558669326958924e-05|0.0003565003282480772
35-39|hombre|basica-|formal_IMSS|formal_IMSS|8196|0.76533177262328|0.7653446379056068|0.7653927711452757|1.286528232680162e-05|4.8133239668901595e-05
35-39|hombre|basica-|formal_IMSS|formal_ISSSTE|8196|0.006579622513598154|0.0065842820470262565|0.006601714889426828|4.659533428102644e-06|1.743284240057156e-05
35-39|hombre|basica-|formal_IMSS|informal|8196|0.1887647973712135|0.18873693492027396|0.18863269235530108|2.786245093952533e-05|0.00010424256497287843
35-39|hombre|basica-|formal_IMSS|desempleado|8196|0.02317169230392024|0.023169610120848914|0.023161819991237943|2.0821830713259326e-06|7.790129610971835e-06
35-39|hombre|basica-|formal_IMSS|fuera_PEA|8196|0.01615211518798805|0.01616453500624409|0.016211001618758443|1.241981825603894e-05|4.646661251435369e-05
35-39|hombre|basica-|formal_ISSSTE|formal_IMSS|360|0.13891039338063582|0.13814433670992585|0.13541525982052152|0.0007660566707099747|0.002729076889404325
35-39|hombre|basica-|formal_ISSSTE|formal_ISSSTE|360|0.7020246824145548|0.703400511426728|0.7083019022825946|0.0013758290121731465|0.004901390855866605
35-39|hombre|basica-|formal_ISSSTE|informal|360|0.1432260830886366|0.14240628785824533|0.1394857673499765|0.0008197952303912737|0.0029205205082688257
35-39|hombre|basica-|formal_ISSSTE|desempleado|360|0.0023267457174975625|0.002424833783407019|0.002774272518209459|9.808806590945636e-05|0.0003494387348024399
35-39|hombre|basica-|formal_ISSSTE|fuera_PEA|360|0.01351209539867519|0.01362403022169389|0.014022798028698007|0.00011193482301869936|0.00039876780700411757
35-39|hombre|basica-|informal|formal_IMSS|16406|0.06929744163854233|0.06930018186169151|0.06931044581241184|2.740223149180765e-06|1.026395072033226e-05
35-39|hombre|basica-|informal|formal_ISSSTE|16406|0.0031382458565635683|0.0031401202865613156|0.003147141268458851|1.8744299977472775e-06|7.020981897535444e-06
35-39|hombre|basica-|informal|informal|16406|0.8747155388054878|0.8746895722127503|0.8745923101235984|2.5966592737458605e-05|9.726208915195045e-05
35-39|hombre|basica-|informal|desempleado|16406|0.014421608497384542|0.014421957902204576|0.014423266654688962|3.494048200335803e-07|1.3087524843857778e-06
35-39|hombre|basica-|informal|fuera_PEA|16406|0.03842716520202178|0.03844816773679222|0.038526836140841916|2.1002534770442338e-05|7.86684040496935e-05
35-39|hombre|basica-|desempleado|formal_IMSS|520|0.2605432125568168|0.2603480982791359|0.25964216398280443|0.00019511427768087453|0.0007059342963314785
35-39|hombre|basica-|desempleado|formal_ISSSTE|520|0.0028850691813198438|0.003063381295581335|0.003708524431207981|0.00017831211426149124|0.0006451431356266461
35-39|hombre|basica-|desempleado|informal|520|0.5475080579921316|0.5461441375836856|0.5412093977725722|0.0013639204084460177|0.0049347398111134755
35-39|hombre|basica-|desempleado|desempleado|520|0.11057558673143772|0.11058222359018241|0.11060623611383508|6.636858744690777e-06|2.4012523652666706e-05
35-39|hombre|basica-|desempleado|fuera_PEA|520|0.07848807353829414|0.0798621592514148|0.08483367769958047|0.0013740857131206569|0.004971518448165679
35-39|hombre|basica-|fuera_PEA|formal_IMSS|1430|0.05019601093475725|0.050157235899943246|0.05001373484437725|3.8775034814003684e-05|0.00014350105556599352
35-39|hombre|basica-|fuera_PEA|formal_ISSSTE|1430|0.0006464679891846407|0.0006576475954818773|0.000699021776373288|1.1179606297236533e-05|4.137418089141074e-05
35-39|hombre|basica-|fuera_PEA|informal|1430|0.44220999725265325|0.4416025379748359|0.4393544149751204|0.0006074592778173571|0.002248122999715496
35-39|hombre|basica-|fuera_PEA|desempleado|1430|0.03797270536084878|0.037908226627849664|0.03766959973063831|6.447873299911255e-05|0.00023862689721135255
35-39|hombre|basica-|fuera_PEA|fuera_PEA|1430|0.468974818462556|0.4696743519018893|0.4722632286734907|0.0006995334393332664|0.0025888767716014116
35-39|hombre|media_sup|formal_IMSS|formal_IMSS|6000|0.8243551903914792|0.8243334442647996|0.8242521536670806|2.1746126679600408e-05|8.129059771899705e-05
35-39|hombre|media_sup|formal_IMSS|formal_ISSSTE|6000|0.012108662620011876|0.012111343165094013|0.012121363483431567|2.680545082137109e-06|1.0020318337553707e-05
35-39|hombre|media_sup|formal_IMSS|informal|6000|0.1266377769019111|0.12664110881227283|0.12665356404114372|3.331910361725754e-06|1.2455228870889012e-05
35-39|hombre|media_sup|formal_IMSS|desempleado|6000|0.0234687482642071|0.023465706764255547|0.023454337137256403|3.041499951554616e-06|1.1369626999144233e-05
35-39|hombre|media_sup|formal_IMSS|fuera_PEA|6000|0.01342962182239067|0.013448396993578046|0.013518581671087663|1.8775171187375428e-05|7.018467750961703e-05
35-39|hombre|media_sup|formal_ISSSTE|formal_IMSS|710|0.07946324022763555|0.07940474781896822|0.07919111030580483|5.849240866732941e-05|0.00021363751316338941
35-39|hombre|media_sup|formal_ISSSTE|formal_ISSSTE|710|0.7958178577039052|0.7959954869182909|0.7966442593742579|0.00017762921438568835|0.0006487724559669505
35-39|hombre|media_sup|formal_ISSSTE|informal|710|0.10622227772784251|0.10601079515770317|0.10523837679793054|0.00021148257013933747|0.0007724183597726392
35-39|hombre|media_sup|formal_ISSSTE|desempleado|710|0.011750343602279141|0.011747697102304073|0.011738031033045812|2.6464999750685364e-06|9.666069258260773e-06
35-39|hombre|media_sup|formal_ISSSTE|fuera_PEA|710|0.006746280738337621|0.006841273002733671|0.007188222488961025|9.499226439604967e-05|0.00034694948622735356
35-39|hombre|media_sup|informal|formal_IMSS|5091|0.1068782073824536|0.10685753366564148|0.10678029542996802|2.0673716812122378e-05|7.723823567346022e-05
35-39|hombre|media_sup|informal|formal_ISSSTE|5091|0.013150074084015277|0.013148251862230193|0.013141443933256194|1.8222217850836359e-06|6.807928973999455e-06
35-39|hombre|media_sup|informal|informal|5091|0.8206723452773806|0.8206311433583654|0.8204772105382532|4.1201919015243504e-05|0.00015393282011222365
35-39|hombre|media_sup|informal|desempleado|5091|0.024052088365404893|0.024045654331462486|0.02402161639796017|6.434033942407519e-06|2.40379335023147e-05
35-39|hombre|media_sup|informal|fuera_PEA|5091|0.035247284890745724|0.03531741678230045|0.03557943370056254|7.013189155472693e-05|0.00026201691826208823
35-39|hombre|media_sup|desempleado|formal_IMSS|275|0.3477114278401148|0.3461003283511303|0.3404478267541849|0.0016110994889844688|0.005652501596945414
35-39|hombre|media_sup|desempleado|formal_ISSSTE|275|0.012300527457650697|0.012500356125086268|0.013201449924394116|0.0001998286674355712|0.0007010937993078472
35-39|hombre|media_sup|desempleado|informal|275|0.37417185604213765|0.37409073673272997|0.37380613169802834|8.111930940768453e-05|0.0002846050347016238
35-39|hombre|media_sup|desempleado|desempleado|275|0.093371173261012|0.0936293947064501|0.09453535808281766|0.0002582214454380921|0.0009059633763675579
35-39|hombre|media_sup|desempleado|fuera_PEA|275|0.17244501539908488|0.17367918408460337|0.17800923354057505|0.001234168685518483|0.0043300494559716796
35-39|hombre|media_sup|fuera_PEA|formal_IMSS|358|0.10434876362530682|0.10359875484921784|0.10092759264072626|0.0007500087760889812|0.002671162208491576
35-39|hombre|media_sup|fuera_PEA|formal_ISSSTE|358|0.007543915067925893|0.007512105003797985|0.0073988132079456145|3.1810064127908017e-05|0.00011329179585237072
35-39|hombre|media_sup|fuera_PEA|informal|358|0.5157906806117148|0.51257848557837|0.5011382274735012|0.0032121950333448|0.011440258104868817
35-39|hombre|media_sup|fuera_PEA|desempleado|358|0.06787099510682151|0.06728664210175922|0.0652054642365076|0.0005843530050622936|0.002081177865251624
35-39|hombre|media_sup|fuera_PEA|fuera_PEA|358|0.30444564558823084|0.30902401246685485|0.32532990244131926|0.004578366878624007|0.016305889974464416
35-39|hombre|superior|formal_IMSS|formal_IMSS|6290|0.8233465345140925|0.8233264311197793|0.8232512703906045|2.010339431313124e-05|7.516072917479466e-05
35-39|hombre|superior|formal_IMSS|formal_ISSSTE|6290|0.02080699006227427|0.02080401998498264|0.020792915732065643|2.9700772916294027e-06|1.1104252916997737e-05
35-39|hombre|superior|formal_IMSS|informal|6290|0.12068495405452138|0.12069191504151291|0.12071794014204605|6.960986991530471e-06|2.6025100533136336e-05
35-39|hombre|superior|formal_IMSS|desempleado|6290|0.023494214814528534|0.023491297249252863|0.02348038932345099|2.9175652756716075e-06|1.0907925801873636e-05
35-39|hombre|superior|formal_IMSS|fuera_PEA|6290|0.011667306554583265|0.011686336604472292|0.011757484411832747|1.903004988902668e-05|7.11478073604551e-05
35-39|hombre|superior|formal_ISSSTE|formal_IMSS|2239|0.06974341124370621|0.06974209985499791|0.06973722350920343|1.3113887083054943e-06|4.876345794477266e-06
35-39|hombre|superior|formal_ISSSTE|formal_ISSSTE|2239|0.8411861125344526|0.8411618397487858|0.8410715823784441|2.4272785666856755e-05|9.025737034162873e-05
35-39|hombre|superior|formal_ISSSTE|informal|2239|0.06298447862061785|0.06299416719404889|0.06303019376191998|9.688573431046454e-06|3.602656787109193e-05
35-39|hombre|superior|formal_ISSSTE|desempleado|2239|0.019602456761891734|0.019587616877702507|0.019532435369429155|1.4839884189227909e-05|5.518150827335186e-05
35-39|hombre|superior|formal_ISSSTE|fuera_PEA|2239|0.006483540839331634|0.006514276324464967|0.006628564981003258|3.0735485133333296e-05|0.00011428865653829046
35-39|hombre|superior|informal|formal_IMSS|4314|0.16052435785071986|0.16045028101285286|0.16017371067765784|7.407683786700425e-05|0.0002765703351950144
35-39|hombre|superior|informal|formal_ISSSTE|4314|0.03926072709066563|0.039234394917884115|0.03913608216504126|2.633217278151523e-05|9.831275284285373e-05
35-39|hombre|superior|informal|informal|4314|0.7440627944790086|0.7440851314143853|0.7441685277077784|2.2336935376676692e-05|8.339629339315646e-05
35-39|hombre|superior|informal|desempleado|4314|0.025690852527346576|0.025681743267421068|0.025647733296915824|9.1092599255084e-06|3.400997050524365e-05
35-39|hombre|superior|informal|fuera_PEA|4314|0.03046126805225941|0.03054844938745664|0.03087394615260666|8.718133519723323e-05|0.00032549676515001777
35-39|hombre|superior|desempleado|formal_IMSS|340|0.27279618825654656|0.2723572117389194|0.27079793056693124|0.0004389765176271432|0.0015592811719881694
35-39|hombre|superior|desempleado|formal_ISSSTE|340|0.05428245190983487|0.05395788474772827|0.052804995140662114|0.0003245671621065968|0.0011528896070661585
35-39|hombre|superior|desempleado|informal|340|0.31645922724579695|0.3170625232126121|0.3192054807614032|0.0006032959668151316|0.0021429575487911245
35-39|hombre|superior|desempleado|desempleado|340|0.19896456142158184|0.19794986128268438|0.19434556183097584|0.0010147001388974564|0.003604299451708537
35-39|hombre|superior|desempleado|fuera_PEA|340|0.15749757116623975|0.15867251901805585|0.16284603170002768|0.0011749478518160994|0.0041735126819718305
35-39|hombre|superior|fuera_PEA|formal_IMSS|297|0.12354657559262135|0.12239079932245725|0.11831641452148435|0.0011557762701640967|0.0040743848009728995
35-39|hombre|superior|fuera_PEA|formal_ISSSTE|297|0.022131383225682106|0.021899936451147486|0.021084031812212353|0.0002314467745346202|0.0008159046389351332
35-39|hombre|superior|fuera_PEA|informal|297|0.41620349133214507|0.41366151106729115|0.40470042921879196|0.002541980264853916|0.008961081848499197
35-39|hombre|superior|fuera_PEA|desempleado|297|0.1515469113213383|0.14973623646804132|0.1433531792170655|0.001810674853296973|0.006383057250975821
35-39|hombre|superior|fuera_PEA|fuera_PEA|297|0.28657163852821316|0.2923115166910628|0.3125459452304458|0.005739878162849654|0.02023442853938301
35-39|mujer|basica-|formal_IMSS|formal_IMSS|4450|0.747513637716263|0.7475533191348913|0.7477014919489139|3.9681418628312315e-05|0.00014817281402257354
35-39|mujer|basica-|formal_IMSS|formal_ISSSTE|4450|0.0026015462858099197|0.0026136955873935393|0.002659061813357206|1.214930158361955e-05|4.536622596366686e-05
35-39|mujer|basica-|formal_IMSS|informal|4450|0.1243036170310641|0.12431020395838296|0.1243347999428597|6.586927318863456e-06|2.4595984476738497e-05
35-39|mujer|basica-|formal_IMSS|desempleado|4450|0.011914642153461686|0.011920916500764465|0.011944345292580469|6.274347302779107e-06|2.3428791816004074e-05
35-39|mujer|basica-|formal_IMSS|fuera_PEA|4450|0.11366655681340132|0.1136018648185677|0.11336030100228874|6.469199483362387e-05|0.00024156381627896129
35-39|mujer|basica-|formal_ISSSTE|formal_IMSS|118|0.09609607396839519|0.09521515195896281|0.09236651828715707|0.0008809220094323778|0.0028486336718057392
35-39|mujer|basica-|formal_ISSSTE|formal_ISSSTE|118|0.6082410927867826|0.6153737102498253|0.6384384243286866|0.007132617463042723|0.023064714078861237
35-39|mujer|basica-|formal_ISSSTE|informal|118|0.1493228084555059|0.14669181528021907|0.13818398408839475|0.0026309931752868387|0.008507831191824328
35-39|mujer|basica-|formal_ISSSTE|desempleado|118|0.10393970973609752|0.10092629744327274|0.09118183921375782|0.0030134122928247853|0.009744458229514918
35-39|mujer|basica-|formal_ISSSTE|fuera_PEA|118|0.04240031505321871|0.04179302506771994|0.039829234082003805|0.0006072899854987698|0.0019637909857161337
35-39|mujer|basica-|informal|formal_IMSS|11997|0.050039907234662326|0.05005007220214413|0.05008813056108774|1.0164967481803011e-05|3.805835894361148e-05
35-39|mujer|basica-|informal|formal_ISSSTE|11997|0.0014943786598274505|0.0014974895363047025|0.0015091368783953043|3.1108764772520663e-06|1.1647342090601769e-05
35-39|mujer|basica-|informal|informal|11997|0.6764592151401588|0.6764897840071183|0.6766042360123339|3.0568866959512775e-05|0.00011445200521553733
35-39|mujer|basica-|informal|desempleado|11997|0.009148800481352571|0.009151035551721316|0.009159403813647403|2.23507036874529e-06|8.36826192608664e-06
35-39|mujer|basica-|informal|fuera_PEA|11997|0.2628576984839988|0.2628116187027116|0.26263909273453573|4.607978128723378e-05|0.00017252596817585175
35-39|mujer|basica-|desempleado|formal_IMSS|447|0.15505685980387116|0.15576374125349357|0.15830669807440503|0.0007068814496224152|0.002542956820911463
35-39|mujer|basica-|desempleado|formal_ISSSTE|447|0.00955877253916783|0.009706823527123341|0.010239426652959014|0.00014805098795551107|0.000532603125835673
35-39|mujer|basica-|desempleado|informal|447|0.31585277645656584|0.31631862360636265|0.3179944763079869|0.0004658471497968053|0.0016758527016242364
35-39|mujer|basica-|desempleado|desempleado|447|0.081440501191419|0.08170604254761599|0.08266130909667582|0.0002655413561969827|0.0009552665490598355
35-39|mujer|basica-|desempleado|fuera_PEA|447|0.43809109000897617|0.43650476906540453|0.43079808986797336|0.0015863209435716397|0.005706679197431175
35-39|mujer|basica-|fuera_PEA|formal_IMSS|15577|0.02309623252036802|0.023099618282060964|0.023112299421619697|3.38576169294294e-06|1.2681139558733123e-05
35-39|mujer|basica-|fuera_PEA|formal_ISSSTE|15577|0.0021455395085157713|0.002146184255593118|0.002148599111808472|6.447470773467655e-07|2.4148562153538874e-06
35-39|mujer|basica-|fuera_PEA|informal|15577|0.20255998409166848|0.20256556078201476|0.20258644789545358|5.576690346287272e-06|2.088711343881111e-05
35-39|mujer|basica-|fuera_PEA|desempleado|15577|0.007911308354561011|0.007913087240851054|0.007919749938154927|1.7788862900422475e-06|6.6626973038736576e-06
35-39|mujer|basica-|fuera_PEA|fuera_PEA|15577|0.7642869355248867|0.7642755494394801|0.7642329036329634|1.1386085406628332e-05|4.2645806516694584e-05
35-39|mujer|media_sup|formal_IMSS|formal_IMSS|3855|0.7930335705502598|0.7930321977493928|0.793027074987964|1.3728008669833258e-06|5.122761428832945e-06
35-39|mujer|media_sup|formal_IMSS|formal_ISSSTE|3855|0.016883294529990087|0.016882516847497423|0.016879614837473172|7.776824926634951e-07|2.9020100242513336e-06
35-39|mujer|media_sup|formal_IMSS|informal|3855|0.0878651608557253|0.08791052318368045|0.08807979783199828|4.536232795515627e-05|0.00016927464831782701
35-39|mujer|media_sup|formal_IMSS|desempleado|3855|0.01046332773210026|0.01047207319192392|0.01050470786264654|8.74545982365929e-06|3.263467072261994e-05
35-39|mujer|media_sup|formal_IMSS|fuera_PEA|3855|0.09175464633192465|0.09170268902750549|0.09150880447991815|5.19573044191618e-05|0.00019388454758734186
35-39|mujer|media_sup|formal_ISSSTE|formal_IMSS|528|0.05091304689818751|0.051048841834624|0.05154041702651431|0.00013579493643649243|0.0004915751918903102
35-39|mujer|media_sup|formal_ISSSTE|formal_ISSSTE|528|0.7828895567254818|0.7832248627145989|0.7844386642764808|0.0003353059891171295|0.0012138015618818887
35-39|mujer|media_sup|formal_ISSSTE|informal|528|0.10111402221219125|0.10086866195780658|0.09998046231431101|0.00024536025438466613|0.0008881996434955686
35-39|mujer|media_sup|formal_ISSSTE|desempleado|528|2.1318112914433806e-05|0.000105790635382134|0.0004115796252458206|8.44725224677002e-05|0.0003057889898636866
35-39|mujer|media_sup|formal_ISSSTE|fuera_PEA|528|0.06506205605122499|0.06475184285758827|0.06362887675744802|0.0003102131936367214|0.0011229661001402463
35-39|mujer|media_sup|informal|formal_IMSS|4754|0.0887725188449454|0.08876559921756057|0.08873975388747972|6.9196273848326495e-06|2.5845330080848106e-05
35-39|mujer|media_sup|informal|formal_ISSSTE|4754|0.013507087014627214|0.013504835681586821|0.0134964267829114|2.2513330403921283e-06|8.408898675421952e-06
35-39|mujer|media_sup|informal|informal|4754|0.6435208297371212|0.6436256082794325|0.6440169640361544|0.00010477854231127903|0.0003913557567218895
35-39|mujer|media_sup|informal|desempleado|4754|0.017222101093657943|0.017220952136338435|0.01721666069410897|1.148957319507815e-06|4.29144222946487e-06
35-39|mujer|media_sup|informal|fuera_PEA|4754|0.23697746330964825|0.23688300468508156|0.23653019459934546|9.445862456669563e-05|0.00035281008573609385
35-39|mujer|media_sup|desempleado|formal_IMSS|272|0.22303856807438652|0.2232103499593947|0.22381261607164513|0.00017178188500818758|0.0006022661122504214
35-39|mujer|media_sup|desempleado|formal_ISSSTE|272|0.018246284463797766|0.01836241803367997|0.01876958153425158|0.00011613356988220483|0.0004071635005716105
35-39|mujer|media_sup|desempleado|informal|272|0.3260770399913329|0.3266895521125209|0.3288370154141173|0.0006125121211879581|0.0021474633015964306
35-39|mujer|media_sup|desempleado|desempleado|272|0.055567839712416925|0.056374754293344896|0.05920379128726616|0.0008069145809279712|0.002829036993921265
35-39|mujer|media_sup|desempleado|fuera_PEA|272|0.3770702677580659|0.3753629256010596|0.3693769956927198|0.0017073421570062974|0.005985929908339793
35-39|mujer|media_sup|fuera_PEA|formal_IMSS|5354|0.05181891951456605|0.0518073252228554|0.05176400034931347|1.159429171064541e-05|4.33248735419306e-05
35-39|mujer|media_sup|fuera_PEA|formal_ISSSTE|5354|0.0044733314012540696|0.0044734686062154905|0.004473981305718941|1.3720496142097943e-07|5.126995034502105e-07
35-39|mujer|media_sup|fuera_PEA|informal|5354|0.21918737636620284|0.219191180512476|0.21920539562456162|3.8041462731563946e-06|1.4215112085630421e-05
35-39|mujer|media_sup|fuera_PEA|desempleado|5354|0.01226170632618078|0.012263631501453211|0.012270825384210836|1.9251752724318283e-06|7.193882757624767e-06
35-39|mujer|media_sup|fuera_PEA|fuera_PEA|5354|0.7122586663917964|0.7122643941569999|0.7122857973361952|5.727765203578095e-06|2.140317919530066e-05
35-39|mujer|superior|formal_IMSS|formal_IMSS|5284|0.7944100653317135|0.7944080224142486|0.794400388916792|2.04291746497276e-06|7.633497456582816e-06
35-39|mujer|superior|formal_IMSS|formal_ISSSTE|5284|0.04193182695968348|0.04191231552384675|0.04183940974160896|1.9511435836727653e-05|7.290578223778654e-05
35-39|mujer|superior|formal_IMSS|informal|5284|0.09433433204916733|0.09436254568144813|0.09446796780150186|2.821363228079632e-05|0.00010542212005373863
35-39|mujer|superior|formal_IMSS|desempleado|5284|0.012870478893514553|0.012875040979026687|0.01289208751602586|4.562085512133454e-06|1.7046536999172288e-05
35-39|mujer|superior|formal_IMSS|fuera_PEA|5284|0.056453296765921195|0.05644207540143|0.05640014602407143|1.1221364491192931e-05|4.192937735857105e-05
35-39|mujer|superior|formal_ISSSTE|formal_IMSS|3499|0.059847739706370445|0.05985819630736585|0.05989719684390031|1.0456600995405185e-05|3.900053653446006e-05
35-39|mujer|superior|formal_ISSSTE|formal_ISSSTE|3499|0.8577511448383345|0.8577166904261622|0.8575881839869003|3.4454412172313376e-05|0.00012850643926187733
35-39|mujer|superior|formal_ISSSTE|informal|3499|0.045066728365187145|0.04509338708659154|0.04519281752661219|2.6658721404393404e-05|9.943044002064944e-05
35-39|mujer|superior|formal_ISSSTE|desempleado|3499|0.005549057515976363|0.005555596584715814|0.005579985694464406|6.539068739451481e-06|2.438910974859182e-05
35-39|mujer|superior|formal_ISSSTE|fuera_PEA|3499|0.031785329574131625|0.03177612959516473|0.03174181594812282|9.199978966895062e-06|3.431364704190726e-05
35-39|mujer|superior|informal|formal_IMSS|3683|0.12132670544163494|0.12128246811703863|0.12111742932705806|4.423732459631069e-05|0.0001650387899805733
35-39|mujer|superior|informal|formal_ISSSTE|3683|0.05292731761452133|0.05288165736063337|0.05271130996461333|4.566025388796219e-05|0.00017034739602003746
35-39|mujer|superior|informal|informal|3683|0.6247944081464738|0.624949925166328|0.6255301216635699|0.00015551701985416777|0.0005801964972419471
35-39|mujer|superior|informal|desempleado|3683|0.02428389778842831|0.024274755956903746|0.02424064998809144|9.141831524565186e-06|3.410596881230424e-05
35-39|mujer|superior|informal|fuera_PEA|3683|0.17666767100894165|0.17661119339909623|0.1764004890566673|5.647760984542338e-05|0.00021070434242892455
35-39|mujer|superior|desempleado|formal_IMSS|393|0.19164236734836024|0.19207746379321294|0.19363401342340628|0.00043509644485270615|0.0015565496301933324
35-39|mujer|superior|desempleado|formal_ISSSTE|393|0.07033202185564189|0.06988937373828007|0.06830580813682222|0.00044264811736181853|0.0015835656014578509
35-39|mujer|superior|desempleado|informal|393|0.2535850149461144|0.25473987413644095|0.2588713619178147|0.0011548591903265404|0.004131487781373733
35-39|mujer|superior|desempleado|desempleado|393|0.13108318131973204|0.1308858294918119|0.1301798069112986|0.00019735182792013362|0.0007060225805133047
35-39|mujer|superior|desempleado|fuera_PEA|393|0.3533574145301514|0.3524074588402542|0.3490090096106583|0.0009499556898971973|0.0033984492295959234
35-39|mujer|superior|fuera_PEA|formal_IMSS|3039|0.06815245514815498|0.068110579999728|0.0679545235459629|4.187514842697582e-05|0.00015605645376509658
35-39|mujer|superior|fuera_PEA|formal_ISSSTE|3039|0.022570582816240622|0.022547043485008137|0.022459319269234893|2.353933123248539e-05|8.772421577324385e-05
35-39|mujer|superior|fuera_PEA|informal|3039|0.2001604554918917|0.2001921552630399|0.2003102910561388|3.1699771148197e-05|0.00011813579309888356
35-39|mujer|superior|fuera_PEA|desempleado|3039|0.03372614178047602|0.03370132550993324|0.03360884251412163|2.4816270542779573e-05|9.248299581161162e-05
35-39|mujer|superior|fuera_PEA|fuera_PEA|3039|0.6753903647632368|0.6754488957422907|0.6756670236145418|5.8530979053950105e-05|0.00021812787225106156
40-44|hombre|basica-|formal_IMSS|formal_IMSS|9086|0.778382410101092|0.7783882391142243|0.7784100523042907|5.8290131322857874e-06|2.181319006644422e-05
40-44|hombre|basica-|formal_IMSS|formal_ISSSTE|9086|0.003691169612643839|0.0036966437114238503|0.0037171287497010713|5.474098780011184e-06|2.048503827722101e-05
40-44|hombre|basica-|formal_IMSS|informal|9086|0.18040315628368725|0.18038169523583059|0.18030138422857978|2.1461047856663473e-05|8.031100725081064e-05
40-44|hombre|basica-|formal_IMSS|desempleado|9086|0.01884503801036418|0.01884365279399078|0.018838469071231708|1.3852163734014156e-06|5.183722759070225e-06
40-44|hombre|basica-|formal_IMSS|fuera_PEA|9086|0.018678225992212735|0.0186897691445306|0.018732965646196722|1.1543152317865929e-05|4.319650166612066e-05
40-44|hombre|basica-|formal_ISSSTE|formal_IMSS|491|0.09607883520773133|0.09591282352716053|0.09531342714623461|0.00016601168057080173|0.0005993963809259178
40-44|hombre|basica-|formal_ISSSTE|formal_ISSSTE|491|0.736315353133939|0.7370709448828295|0.7397990599057312|0.0007555917488905051|0.0027281150229017115
40-44|hombre|basica-|formal_ISSSTE|informal|491|0.14528311628314747|0.1446306114464569|0.1422746986799321|0.0006525048366905761|0.0023559127665248036
40-44|hombre|basica-|formal_ISSSTE|desempleado|491|0.014641870055283284|0.014573670424729582|0.014327431054139403|6.819963055370269e-05|0.00024623937059017886
40-44|hombre|basica-|formal_ISSSTE|fuera_PEA|491|0.007680825319898836|0.007811949718823564|0.008285383213962749|0.00013112439892472814|0.00047343349513918453
40-44|hombre|basica-|informal|formal_IMSS|18445|0.06645145839484919|0.06645359928342018|0.06646161935461845|2.140888570992261e-06|8.020071198266976e-06
40-44|hombre|basica-|informal|formal_ISSSTE|18445|0.002965378293745315|0.0029666572875696154|0.0029714485792192995|1.2789938243005887e-06|4.791291649684087e-06
40-44|hombre|basica-|informal|informal|18445|0.8701058063889182|0.87008461742024|0.8700052405485428|2.1188968678198528e-05|7.937687169723429e-05
40-44|hombre|basica-|informal|desempleado|18445|0.015292933726588874|0.015292729295639696|0.015291963468408068|2.0443094917756144e-07|7.65827231628477e-07
40-44|hombre|basica-|informal|fuera_PEA|18445|0.04518442319589848|0.04520239671313052|0.045269728049211415|1.7973517232039438e-05|6.733133608089609e-05
40-44|hombre|basica-|desempleado|formal_IMSS|540|0.2137829912098174|0.21378457713150792|0.2137903225576322|1.5859216905278473e-06|5.745426124276198e-06
40-44|hombre|basica-|desempleado|formal_ISSSTE|540|0.0012226718433895186|0.001318315128716629|0.0016648085485512264|9.564328532711032e-05|0.00034649341983459744
40-44|hombre|basica-|desempleado|informal|540|0.5675124013891594|0.5663463595429683|0.5621220606225036|0.0011660418461910682|0.00422429892046472
40-44|hombre|basica-|desempleado|desempleado|540|0.09867133245792815|0.09883280062073903|0.09941776229092218|0.00016146816281087384|0.0005849616701831539
40-44|hombre|basica-|desempleado|fuera_PEA|540|0.1188106030997055|0.11971794757606816|0.1230050459803909|0.000907344476362662|0.003287098404322744
40-44|hombre|basica-|fuera_PEA|formal_IMSS|1628|0.06334933709932265|0.06327128485264084|0.06298196345584628|7.805224668180899e-05|0.0002893213967945646
40-44|hombre|basica-|fuera_PEA|formal_ISSSTE|1628|0.0018245235211213065|0.001830854485468977|0.0018543218874464231|6.330964347670432e-06|2.3467401977446227e-05
40-44|hombre|basica-|fuera_PEA|informal|1628|0.4677869295808719|0.4671840297467993|0.4649492212750814|0.0006028998340726344|0.002234808471717864
40-44|hombre|basica-|fuera_PEA|desempleado|1628|0.01865692758299703|0.01863964793119668|0.01857559630926988|1.7279651800348322e-05|6.405162192680072e-05
40-44|hombre|basica-|fuera_PEA|fuera_PEA|1628|0.44838228221568704|0.4490741829838942|0.451638897072356|0.0006919007682071321|0.002564714088461817
40-44|hombre|media_sup|formal_IMSS|formal_IMSS|5617|0.8475891207349713|0.8475493065613408|0.8474005066495152|3.981417363052575e-05|0.00014879991182559227
40-44|hombre|media_sup|formal_IMSS|formal_ISSSTE|5617|0.010804062962822528|0.010807854044040666|0.010822022680471945|3.7910812181376347e-06|1.4168636431279372e-05
40-44|hombre|media_sup|formal_IMSS|informal|5617|0.11353386345889234|0.11354673695324208|0.11359484983992169|1.287349434973828e-05|4.811288667960767e-05
