grupo_edad|sexo|escolaridad|estado_origen|estado_destino|probabilidad|n_muestra_pond|n_muestra_sin_pond|baja_confianza
30-34|mujer|media_sup|formal_ISSSTE|informal|0.14413738103701634|122015.0|373|False
30-34|mujer|media_sup|formal_ISSSTE|desempleado|0.023963238659925584|122015.0|373|False
30-34|mujer|media_sup|formal_ISSSTE|fuera_PEA|0.10481170317553737|122015.0|373|False
30-34|mujer|media_sup|informal|formal_IMSS|0.08439698980841442|1528303.0|4773|False
30-34|mujer|media_sup|informal|formal_ISSSTE|0.012612710559085897|1528303.0|4773|False
30-34|mujer|media_sup|informal|informal|0.6346174293775404|1528303.0|4773|False
30-34|mujer|media_sup|informal|desempleado|0.01877703259396005|1528303.0|4773|False
30-34|mujer|media_sup|informal|fuera_PEA|0.2495958376609993|1528303.0|4773|False
30-34|mujer|media_sup|desempleado|formal_IMSS|0.22731824794254735|96066.0|320|False
30-34|mujer|media_sup|desempleado|formal_ISSSTE|0.031468072464386175|96066.0|320|False
30-34|mujer|media_sup|desempleado|informal|0.3057475093606434|96066.0|320|False
30-34|mujer|media_sup|desempleado|desempleado|0.060464993672624284|96066.0|320|False
30-34|mujer|media_sup|desempleado|fuera_PEA|0.37500117655979887|96066.0|320|False
30-34|mujer|media_sup|fuera_PEA|formal_IMSS|0.04507003724769488|2095689.0|6294|False
30-34|mujer|media_sup|fuera_PEA|formal_ISSSTE|0.004868298003797763|2095689.0|6294|False
30-34|mujer|media_sup|fuera_PEA|informal|0.20269307231396733|2095689.0|6294|False
30-34|mujer|media_sup|fuera_PEA|desempleado|0.015283661200234331|2095689.0|6294|False
30-34|mujer|media_sup|fuera_PEA|fuera_PEA|0.7320849312343058|2095689.0|6294|False
30-34|mujer|superior|formal_IMSS|formal_IMSS|0.7690007670212511|1770750.0|6565|False
30-34|mujer|superior|formal_IMSS|formal_ISSSTE|0.031026382361912144|1770750.0|6565|False
30-34|mujer|superior|formal_IMSS|informal|0.10149905970305183|1770750.0|6565|False
30-34|mujer|superior|formal_IMSS|desempleado|0.02513339710738658|1770750.0|6565|False
30-34|mujer|superior|formal_IMSS|fuera_PEA|0.07334039380639845|1770750.0|6565|False
30-34|mujer|superior|formal_ISSSTE|formal_IMSS|0.06772028264105238|817435.0|3119|False
30-34|mujer|superior|formal_ISSSTE|formal_ISSSTE|0.808398602727729|817435.0|3119|False
30-34|mujer|superior|formal_ISSSTE|informal|0.05772210732173906|817435.0|3119|False
30-34|mujer|superior|formal_ISSSTE|desempleado|0.00523029189757071|817435.0|3119|False
30-34|mujer|superior|formal_ISSSTE|fuera_PEA|0.06092871541190881|817435.0|3119|False
30-34|mujer|superior|informal|formal_IMSS|0.15141245610074036|1246972.0|4587|False
30-34|mujer|superior|informal|formal_ISSSTE|0.04720740813111194|1246972.0|4587|False
30-34|mujer|superior|informal|informal|0.6079318599786427|1246972.0|4587|False
30-34|mujer|superior|informal|desempleado|0.031304364692275974|1246972.0|4587|False
30-34|mujer|superior|informal|fuera_PEA|0.16214391109722895|1246972.0|4587|False
30-34|mujer|superior|desempleado|formal_IMSS|0.2510633208549724|153603.0|570|False
30-34|mujer|superior|desempleado|formal_ISSSTE|0.04549396734193345|153603.0|570|False
30-34|mujer|superior|desempleado|informal|0.22539717876259938|153603.0|570|False
30-34|mujer|superior|desempleado|desempleado|0.12522171745321586|153603.0|570|False
30-34|mujer|superior|desempleado|fuera_PEA|0.3528238155872789|153603.0|570|False
30-34|mujer|superior|fuera_PEA|formal_IMSS|0.09231925056500617|995942.0|3473|False
30-34|mujer|superior|fuera_PEA|formal_ISSSTE|0.028877999938324368|995942.0|3473|False
30-34|mujer|superior|fuera_PEA|informal|0.2035867616173909|995942.0|3473|False
30-34|mujer|superior|fuera_PEA|desempleado|0.03615665232863486|995942.0|3473|False
30-34|mujer|superior|fuera_PEA|fuera_PEA|0.6390593355506438|995942.0|3473|False
35-39|hombre|basica-|formal_IMSS|formal_IMSS|0.7653446379056068|2360888.0|8196|False
35-39|hombre|basica-|formal_IMSS|formal_ISSSTE|0.0065842820470262565|2360888.0|8196|False
35-39|hombre|basica-|formal_IMSS|informal|0.18873693492027396|2360888.0|8196|False
35-39|hombre|basica-|formal_IMSS|desempleado|0.023169610120848914|2360888.0|8196|False
35-39|hombre|basica-|formal_IMSS|fuera_PEA|0.01616453500624409|2360888.0|8196|False
